author,gender
"Roe, Edward Payson, 1838-1888",X
"Tanner, Charles R., 1896-1974",X
"Swan, Annie S., 1859-1943",X
"Austin, Anne, 1895-",X
"Thompson, Maurice, 1844-1901",X
"Pierce, Henry Niles, 1820-1899 [Translator]",X
"Henry, O., 1862-1910",X
"Spence, Catherine Helen, 1825-1910",X
"Strauss, Friedrich, 1786-1863",X
"Percival, Kate",X
"Bottome, Phyllis, 1882-1963 [Contributor]",X
"Wyss, Johann David, 1743-1818 [Other]",X
"Howard, Velma Swanston, 1868-1937 [Translator]",X
"Bryce, Charles, Mrs.",X
"Nourse, Alan Edward, 1928-1992",X
"Christie, William Harvey",X
"Grove, Eleanor [Translator]",X
"Ives, George Burnham, 1856-1930 [Translator]",X
"Fønhus, Mikkjel, 1894-1973",X
"Evans, Larry, -1925",X
"Lewis, Angelo [Contributor]",X
"Gill, Henry Joseph, 1836-1903 [Translator]",X
"Henry, O., 1862-1910 [Contributor]",X
"Sui Sin Far, 1865-1914",X
"Frey, Hildegard G., 1891-1957",X
"Wildenbruch, Ernst von, 1845-1909",X
"M'Levy, James",X
"Dostoevskaia, L. F. (Liubov Fedorovna), 1869-1926",X
"Baudissin, Wolf Ernst Hugo Emil, Graf von, 1867-1926",X
"Seltzer, Thomas, 1875?-1943 [Translator]",X
"Vance, Louis Joseph, 1879-1933",X
"Stevens, Isaac Newton, 1858-1920",X
"Adams, James R.",X
"De Courcy, Dorothy",X
"Lee, Hannah Farnham Sawyer, 1780-1865",X
"Carter, Nicholas (House name)",X
"White, Fred M. (Fred Merrick), 1859-1935",X
"Waugh, Ellen [Translator]",X
"Droz, Gustave, 1832-1895",X
"Loring, Frederic W. (Frederic Wadsworth), 1848-1871",X
"Hocking, Joseph, 1860-1937",X
"Caragiale, I. L. (Ion Luca), 1852-1912 [Contributor]",X
"Wolfe, Archibald J. (Archibald John), 1878- [Translator]",X
"Aubert de Gaspé, Philippe, 1786-1871",X
"Corelli, Marie, 1855-1924",X
"Goldsborough, Edmund K., 1844?-1912",X
"Dillon, Mary (Mary C. Johnson)",X
"Matthews, Brander, 1852-1929 [Author of introduction, etc.]",X
"Reed, Myrtle, 1874-1911",X
"Le Fanu, Joseph Sheridan, 1814-1873",X
"Farrell, Henry, 1920-2006",X
"Grendon, Felix, 1882-1965",X
"Haliburton, Thomas Chandler, 1796-1865",X
"Boyesen, Hjalmar Hjorth, 1848-1895 [Commentator]",X
"Springer, Norman, 1888-1974",X
"Keith, Donald",X
"Lee, Minnie Mary, 1826-1903",X
"Sinclair, Bertrand W., 1881-1972",X
"Stark, Harriet",X
"McGivern, William P., 1921-1982",X
"Brown, Paul Cameron, 1948-",X
"Norris, Charles G. (Charles Gilman), 1881-1945",X
"Briggs, Olive M. (Olive Mary), 1873-",X
"Overton, Grant M. (Grant Martin), 1887-1930",X
"Morford, Henry, 1823-1881",X
"Dowst, Robert Saunders, 1890-1959",X
"Read, Opie Percival, 1852-1939",X
"Pilling, William, 1834-",X
"Kenrick, John, 1788-1877 [Translator]",X
"Tolstoj, Jurij V., 1824-1878 [Translator]",X
"Martin, George Madden, 1866-1946",X
"Worts, George F. (George Frank), 1892-",X
"Savage, Henry W., 1859-1927 [Contributor]",X
"Peattie, Edward",X
"Bedford, H. Louisa",X
"Garnett, Edward, 1868-1937 [Commentator]",X
"Hoffmann, Heinrich, 1809-1894",X
"Ayscough, John, 1858-1928",X
"Hardy, William",X
"Lane, Mary E. Bradley",X
"Lardner, Ring, 1885-1933",X
"Marsh, Richard, 1857-1915",X
"Collingwood, Harry, 1851-1922",X
"Strachey, Lytton, 1880-1932 [Editor]",X
"Fox, John, Jr., 1862-1919",X
"Ward, Herbert D. (Herbert Dickinson), 1861-1932",X
"Jesse, F. Tennyson (Fryniwyd Tennyson), 1888-1958",X
"Carson, Sam",X
"Laselle, Mary Augusta, 1860- [Editor]",X
"Madden, Eva Annie, 1863-",X
"Wormeley, Katharine Prescott, 1830-1908 [Translator]",X
"Downs, George Sheldon, Mrs., 1843-1926",X
"Zuroy, Michael, 1918-2007",X
"Manzoni, Alessandro, 1785-1873",X
"Robertson, Margaret M. (Margaret Murray), 1821-1897",X
"Field, Salisbury, 1878-1936",X
"Hjerleid, Sivert [Translator]",X
"Stretton, Hesba, 1832-1911",X
"Ros, Amanda McKittrick, 1860-1939",X
"Jean Paul, 1763-1825",X
"Voss, Richard, 1851-1918",X
"Moore, C. L. (Catherine Lucile), 1911-1987",X
"Miller, Henry Russell, 1880-1955",X
"Chappell, George S. (George Shepard), 1877-1946",X
"Skinner, Frances E. [Translator]",X
"Adams, F. Colburn (Francis Colburn), 1850-1891",X
"Murai, Gensai, 1864-1927",X
"Frank, Ulrich, 1850-1924",X
"Sharkey, Jack, 1931-1992",X
"Siwertz, Sigfrid, 1882-1970",X
"Trollope, Anthony, 1815-1882 [Contributor]",X
"Marquis, Don, 1878-1937",X
"Glass, Montague, 1877-1934",X
"Rogers, B. J.",X
"O'Higgins, Brian, 1882-1963",X
"Falkner, John Meade, 1858-1932",X
"Harris, Clare Winger, 1891-1968",X
"Coalfleet, Pierre, 1893-1960",X
"Marryat, Frederick, 1792-1848 [Editor]",X
"James, Henry, 1843-1916 [Contributor]",X
"Macdonnell, Blanche Lucile",X
"Kline, Otis Adelbert, 1891-1946",X
"Balfour, Grant",X
"Peddie, James Anderson",X
"Latzko, Andreas, 1876-1943",X
"Maxwell, W. H. (William Hamilton), 1792-1850",X
"Weyman, Stanley John, 1855-1928",X
"Frith, Walter",X
"Lang, Andrew, 1844-1912 [Other]",X
"Winterbotham, R. R. (Russell Robert), 1904-1971",X
"Porges, Arthur, 1915-2006",X
"Mac Bride, Mac Kenzie",X
"Hoskins, Robert, 1933-1993",X
"Gunn, James E., 1923-",X
"Hervey, Harry, 1900-1951",X
"Alden, W. L. (William Livingston), 1837-1908 [Contributor]",X
"Kelly, Eleanor Mercein, 1880-1968",X
"Herbert, Henry William, 1807-1858",X
"West, Mrs. (Jane), 1758-1852",X
"Maher, Zena A.",X
"Havell, H. L. (Herbert Lord), -1913",X
"Ross, Mary [Translator]",X
"Wandrei, Howard, 1909-1956",X
"Hungerford, Mary C. (Mary Churchill)",X
"Pryde, Anthony",X
"Erskine, Payne, 1854-1924",X
"Pinkerton, A. Frank",X
"Singmaster, Elsie, 1879-1958",X
"Beyerlein, Franz Adam, 1871-1949",X
"Hatfield, Garold S.",X
"Wilkins, Patrick",X
"Stark, Inspector",X
"Shaw, Bernard, 1856-1950",X
"Williams, Henry Llewellyn, 1842- [Translator]",X
"White, Ellen Gould Harmon, 1827-1915 [Compiler]",X
"Bierbower, Austin, 1844-1913",X
"Dwyer, James Francis, 1874-1952",X
"Savage, Fernanda [Translator]",X
"Bell, Lucia Chase",X
"Whishaw, Frederick, 1854-1934",X
"Bécquer, Gustavo Adolfo, 1836-1870",X
"Miller, R. De Witt (Richard De Witt), 1910-1958",X
"Allison, Young Ewing, 1853-1932",X
"Conquest, Joan, 1883-1941",X
"Graham, Rosa Savary [Translator]",X
"Hale, Mabel",X
"Greene, Sarah Pratt McLean, 1856-1935",X
"Walford, Lucy Bethia, 1845-1915",X
"Scargill, William Pitt, 1787-1836",X
"Johnson, Merle De Vore, 1874-1935 [Compiler]",X
"Dyer, Walter A. (Walter Alden), 1878-1943 [Contributor]",X
"Maude, Aylmer, 1858-1938 [Translator]",X
"Wallace, Dillon, 1863-1939",X
"Hoffman, Charles Fenno, 1806-1884",X
"Jarrell, Myra Williams, 1867-1937",X
"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",X
"Harris, William",X
"Chapman, Ethel M., 1888-1976",X
M. M. [Translator],X
"Klinger, Friedrich Maximilian, 1752-1831",X
"Borrow, George, 1803-1881 [Translator]",X
"Wodehouse, P. G. (Pelham Grenville), 1881-1975",X
"Baroja, Pío, 1872-1956",X
"Leache, Joy",X
"Goodale, Earl",X
"Wiggin, John",X
"Ritchie, Anne Thackeray, 1837-1919",X
"Brown, Clyde",X
"McCulley, Johnston, 1883-1958",X
"Williams, Helen Maria, 1762-1827 [Translator]",X
"McGreevey, John, 1922-2010",X
"Dallington, Robert, 1561-1637 [Translator]",X
"Flandrau, Charles Macomb, 1871-1938",X
"Kemp, Matthew Stanley, 1874-",X
"Swain, Dwight V., 1915-1992",X
"Wallace, Lew, 1827-1905 [Contributor]",X
"Cleland, John, 1709-1789",X
"Phelps, A. H.",X
"Jarvis, Stinson, 1854-1926",X
"Valera, Juan, 1824-1905",X
"Hough, Lewis",X
"Gibbon, Perceval, 1879-1926 [Contributor]",X
"Brown, Irving, 1888-1940 [Translator]",X
"Mirbeau, Octave, 1848-1917",X
"Collins, J. E. (Joseph Edmund), 1855-1892",X
"Morley, Henry, 1822-1894 [Author of introduction, etc.]",X
"Barclay, Hubert, Mrs., 1872-",X
"Dahn, Felix, 1834-1912",X
"Henty, G. A. (George Alfred), 1832-1902",X
"Sue, Eugène, 1804-1857",X
"McGaffey, Kenneth",X
"Saunders, Marshall, 1861-1947",X
"Colt, Oliver C. [Translator]",X
"Abbott, David P. (David Phelps), 1863-1934 [Contributor]",X
"Ostrander, Isabel, 1883-1924",X
"Frazer, C. A. (Caroline Augusta)",X
"Watson, Sidney",X
"Yellott, George, 1819-",X
"Lewis, Elisabeth R.",X
"Duncan, Sara Jeannette, 1861-1922",X
"Auw, Mellie von, 1876- [Translator]",X
"Bayly, A. Eric",X
"Sloan, Ralph",X
"Conscience, Hendrik, 1812-1883",X
"Hudson, W. H. (William Henry), 1841-1922",X
"Booth, Edward Charles",X
"Veiller, Bayard, 1869-1943",X
"Cunningham, Allan, 1784-1842",X
"Potter, Margaret Horton, 1881-1911",X
"Raymond, Evelyn, 1843-1910",X
"Fox, Gardner F. (Gardner Francis), 1911-1986",X
"Sharber, Kate Trimble, 1883-",X
"Fuller, Edwin W. (Edwin Wiley), 1847-1876",X
"Leacock, Stephen, 1869-1944",X
"Bridges, Roy, 1885-1952",X
"Payne, Paul L., 1921-1992",X
"Sylva, Carmen, 1843-1916",X
"Yarmolinsky, Avrahm, 1890-1975 [Translator]",X
"McKimmey, James, 1923-2011",X
"Thomson, Edward William, 1849-1924",X
"Osborne, William Hamilton, 1873-1942",X
"Farrell, Joseph",X
"Berman, Hannah [Translator]",X
"Rubin, Leonard",X
"Grant, Ethel Watts Mumford, 1878-1940 [Contributor]",X
"Charles, Elizabeth Rundle, 1828-1896",X
"Blake, M. M. (Matilda Maria)",X
"Manning, Marie, -1945 [Commentator]",X
"Mockler-Ferryman, A. F. (Augustus Ferryman), 1856-1930",X
V. M.,X
"Glanville, Ernest, 1856-1925",X
"Negruzzi, Leon C., 1840-1890 [Contributor]",X
"Young, Egerton Ryerson, 1840-1909",X
"Alma, Maude, -1895",X
"Haywood, Eliza Fowler, 1693?-1756",X
"Sayers, Dorothy L. (Dorothy Leigh), 1893-1957",X
"Wilcox, Ella Wheeler, 1850-1919 [Commentator]",X
"Chase, J. Smeaton (Joseph Smeaton), 1864-1923",X
"Evans, Hubert [Translator]",X
"Merezhkovsky, Dmitry Sergeyevich, 1865-1941",X
"Delano, Edith Barnard, 1874-1946",X
"Paterson, A. B. (Andrew Barton), 1864-1941",X
"Miller, Elizabeth, 1878-1961",X
"Manners, J. Hartley, 1870-1928",X
"Stout, Rex, 1886-1975",X
"Lermina, Jules, 1839-1915",X
"Miall, Bernard, 1876-1953 [Translator]",X
"Smith, Thomas Barlow",X
"Lewis, Richard O.",X
"Marquis, Reina Melcher, 1881-",X
"Rascoe, Burton, 1892-1957 [Author of introduction, etc.]",X
"De Leon, Daniel, 1852-1914 [Translator]",X
"Vance, Gerald",X
"Rhodes, Harrison, 1871-1929",X
"Barbusse, Henri, 1873-1935 [Author of introduction, etc.]",X
"Sullivan, Francis William, 1887-",X
"Dickinson, Anna E. (Anna Elizabeth), 1842-1932",X
"Walter, Eugene, 1874-1941",X
Unknown,X
"MacGowan, Alice, 1858-1947",X
"Munro, Colin",X
"Levy, Amy, 1861-1889",X
"Waley, Arthur, 1889-1966 [Translator]",X
"Montrésor, F. F. (Frances Frederica), -1934",X
"Grabow, Anna [Translator]",X
"Dumas, Alexandre, 1802-1870",X
"Hjerleid, Elizabeth [Translator]",X
"Edwards, Amelia Ann Blanford, 1831-1892",X
"Grey, Mrs. (Elizabeth Caroline), 1798-1869",X
"Heydrick, Benjamin A. (Benjamin Alexander), 1871-1932? [Editor]",X
"Bester, Alfred, 1913-1987",X
"Smith, Caroline F. [Translator]",X
"Boswell, Ronald [Translator]",X
"Barton, George, 1866-1940",X
"Ford, Douglas Morey, 1851-1916",X
"Brown, Fredric, 1906-1972",X
"Jepson, Edgar, 1863-1938",X
"Munn, Charles Clark, 1848-1917",X
"Broster, D. K. (Dorothy Kathleen), 1877-1950",X
"Shaw, Catharine",X
"Fillmore, Parker, 1878-1944",X
"Dehan, Richard, 1863-1932",X
"Sand, George, 1804-1876",X
"Gilbert, W. S. (William Schwenck), 1836-1911 [Contributor]",X
"Abrams, Alex. St. Clair (Alexander St. Clair)",X
"Knapp, William I. (William Ireland), 1835-1908 [Editor]",X
"Yezierska, Anzia, 1880?-1970",X
"Brown, George Douglas, 1869-1902",X
"Cooper, James A., 1862-1930",X
"Schleussner, Ellie [Translator]",X
"Kompert, Leopold, 1822-1886",X
"Guth, Henry",X
"Byng, Lucy [Translator]",X
"Richards, Laura Elizabeth Howe, 1850-1943",X
"Wenckstern, Otto von, 1819-1869 [Translator]",X
"Zamiatin, Evgenii Ivanovich, 1884-1937",X
"Johnson, John",X
"Powys, John Cowper, 1872-1963 [Author of introduction, etc.]",X
"Hamilton, Cosmo, 1872?-1942",X
"Harré, T. Everett (Thomas Everett), 1884-1948",X
"Whishaw, Frederick, 1854-1934 [Translator]",X
"Mitchell, S. Weir (Silas Weir), 1829-1914 [Contributor]",X
"Bosher, Kate Langley, 1865-1932",X
"Pidgin, Charles Felton, 1844-1923",X
"Love, Joe",X
"Norton, Roy, 1869-1942",X
"Crewe-Jones, Florence [Translator]",X
"Reynolds, Katharine Yirsa, 1883-",X
"Curling, Henry, 1803-1864",X
"Apostolides, Alex, 1923-2005",X
"Ward, Wilfrid, Mrs., 1864-1932",X
"Bandelier, Adolph Francis Alphonse, 1840-1914",X
"Bibesco, Elizabeth, 1897-1945",X
"Bourget, Paul, 1852-1935",X
"Stratemeyer, Edward, 1862-1930",X
"Webster, Henry Kitchell, 1875-1932",X
"McGibeny, Donald",X
"Browne, Martha Griffith, 1828-1906",X
"Serviss, Garrett Putman, 1851-1929",X
"Risley, R. V. (Richard Voorhees), 1874-1904",X
"Duncan, David, 1913-1999",X
"Simms, William Gilmore, 1806-1870",X
"Bolton, Sarah Knowles, 1841-1916",X
"Abbott, Eleanor Hallowell, 1872-1958",X
"Agnetti, Mary Prichard [Translator]",X
"Galouye, Daniel F., 1920-1976",X
"Petersen, Julius, 1878-1941 [Contributor]",X
"Bottome, Phyllis, 1882-1963",X
"Aveling, Eleanor Marx, 1855-1898 [Translator]",X
"Dickens, Charles, 1812-1870 [Contributor]",X
"Whitson, John Harvey, 1854-1936",X
"Rohmer, Sax, 1883-1959",X
"Stoddard, Charles Warren, 1843-1909",X
"Twain, Mark, 1835-1910",X
"Thomas, Rowland, 1879-",X
"Evans, Caradoc, 1878-1945",X
"Goodchild, George, 1888-",X
"Goncharov, Ivan Aleksandrovich, 1812-1891",X
"Dye, Charles, 1925-1960",X
"Steel, Flora Annie Webster, 1847-1929",X
"Wilson, Richard, 1920-1987",X
"Willett, Edward, 1830-1889",X
"Britton, Henry, 1843-1938",X
"Hutsko, Joe, 1963-",X
"Fraser, William Alexander, 1859-1933",X
"Ervine, St. John G. (St. John Greer), 1883-1971",X
"Thomas, Theodore L., 1920-2005",X
"Lorimer, George Horace, 1869-1937",X
"Wren, Percival Christopher, 1885-1941",X
"Page, Gertrude, 1872-1922",X
"Ellanby, Boyd",X
"Pertwee, Roland, 1885-1963",X
"Williamson, A. M. (Alice Muriel), 1869-1933",X
"Frith, Henry, 1840- [Translator]",X
"Ingraham, J. H. (Joseph Holt), 1809-1860",X
"Gosse, Edmund, 1849-1928 [Commentator]",X
"Brown, Charles Brockden, 1771-1810",X
"Eastman, Edwin",X
"Reeve, Sophia",X
"Thorpe, Fred",X
"Shelley, Mary Wollstonecraft, 1797-1851",X
"McKenna, Richard, 1913-1964",X
"Goddard, Charles, 1879-1951",X
"McDowell, Robert Emmett, 1914-1975",X
"Kinney, Henry W. (Henry Walsworth), 1879-",X
"Parker, Lottie Blair",X
"Leverson, Ada, 1862-1933",X
"Tarbell, Ida M. (Ida Minerva), 1857-1944",X
"Grey, John W.",X
"Gilson, Roy Rolfe, 1875-1933",X
"Stuart, Ruth McEnery, 1856-1917",X
"Morris, William, 1834-1896",X
"Austin, Mary, 1868-1934",X
"MacDonald, Everett",X
"Reid, Forrest, 1875-1947",X
"Emerson, Willis George, 1856-1918",X
"Lover, Samuel, 1797-1868",X
"Fisher, Frederick Vining, 1866-",X
"Reid, Christian, 1846-1920",X
"Harney, George S.",X
"Selwyn, Carl",X
"L. E. L. (Letitia Elizabeth Landon), 1802-1838 [Translator]",X
"Saltykov, Mikhail Evgrafovich, 1826-1889",X
"Keene, H. G. (Henry George), 1825-1915",X
"Stern, Simon Adler, 1838-1904 [Translator]",X
"Barrett, Eaton Stannard, 1786-1820",X
"Whitney, Helen Hay, 1875-1944",X
"Wright-Nooth, W. [Engraver]",X
"Dole, Nathan Haskell, 1852-1935 [Translator]",X
"Austen-Leigh, James Edward, 1798-1874 [Author of introduction, etc.]",X
"McCarter, Margaret Hill, 1860-1938",X
"Elliot, Frances Minto Dickinson, 1820-1898",X
"Bentley, E. C. (Edmund Clerihew), 1875-1956",X
"Conrad, Joseph, 1857-1924",X
"Moore, George, 1852-1933",X
"Knight, E. F. (Edward Frederick), 1852-1925",X
"Mason, Arthur, 1876-1955",X
"Broun, Heywood, 1888-1939",X
"Wood, Benjamin, 1820-1900",X
"Stone, Louis, 1871-1935",X
"Cooke, John Esten, 1830-1886",X
"Garnett, David, 1892-1981",X
"Lee, Elizabeth, 1858?-1920 [Author of introduction, etc.]",X
"Cheney, H. V. (Harriet Vaughan), 1796-1889",X
"Grimes, Millard",X
"Goethe, Johann Wolfgang von, 1749-1832",X
"Anethan, Albert d', Baroness, 1860-1935",X
"Michaelis, Richard, 1839-1909",X
"Sabin, Edwin L. (Edwin Legrand), 1870-1952",X
"Seeger, Annabel Hord [Translator]",X
"Allen, Willis Boyd, 1855-1938",X
"O'Neill, Mrs.",X
"Sargent, Antony",X
"Ingemann, Bernhard Severin, 1789-1862",X
"Rizal, José, 1861-1896",X
"Curtis, Betsy, 1917-2002",X
"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",X
"Guerney, Bernard Guilbert, 1894-1979 [Translator]",X
"Vielé, Herman Knickerbocker, 1856-1908",X
"Brummitt, Dan B. (Dan Brearley), 1867-1939",X
"Looms, George, 1886-1926",X
"Barnes, Will C. (Will Croft), 1858-1936",X
"Hume, Fergus, 1859-1932",X
"Howard, Hayden, 1925-2014",X
"Hutson, Charles Woodward, 1840-1936 [Author of introduction, etc.]",X
"Abernathy, Robert, 1924-1990",X
"Bartlett, Alden Eugene, 1873-",X
"Carr, Alice Vansittart Strettel, 1850-",X
"Brown, Ritter",X
"Kaye-Smith, Sheila, 1887-1956",X
"De Leon, Solon, 1883- [Translator]",X
"Nason, Frank Lewis, 1856-1928",X
"Saintsbury, George, 1845-1933 [Editor]",X
"Donelan, A. M.",X
"Richmond, Leigh, 1911-1995",X
"Randolph, Paschal Beverly, 1825-1874",X
"Train, Arthur Cheney, 1875-1945",X
"Chester, Lillian, 1887-1961",X
"Kingston, William Henry Giles, 1814-1880 [Translator]",X
"Fitzpatrick, Kathleen",X
"Hartmann, George, 1852-1934",X
"Lloyd, John Uri, 1849-1936",X
"Peterson, Margaret, 1883-1933",X
"Burette, Madame [Translator]",X
"Webster, Jean, 1876-1916",X
"Russell, William Clark, 1844-1911",X
"Short, Richard",X
"Boylan, R. Dillon [Translator]",X
"Kock, Paul de, 1793-1871",X
"Florio, John, 1553?-1625 [Translator]",X
"Nelson, Jack A.",X
"Dick, Philip K., 1928-1982",X
"Martin, John",X
"Caballero, Fernán, 1796-1877",X
"Shaver, Richard S., 1907-1975",X
"Halidom, M. Y., 1838-1914",X
"Crewdson, Charles N. (Charles Newman), 1870-",X
"Brady, Cyrus Townsend, 1861-1920",X
"Kayme, Sargent",X
"O'Brien, David Wright, 1918-1944",X
"Hubback, Mrs. (Catherine-Anne Austen), 1818-1877",X
"Saltus, Edgar, 1855-1921",X
"Baker, Olaf",X
"Jessop, George Henry, -1915 [Contributor]",X
"Jones, Alice Ilgenfritz, 1846-1905",X
"Maxwell, W. B. (William Babington), 1866-1938",X
"Blossom, Henry, 1866-1919",X
"Dallas, Richard",X
"Whistler, Charles W. (Charles Watts), 1856-1913",X
"Wheeler, R. L.",X
"Eyles, Leonora, 1889-1960",X
"Peterson, John Victor",X
"McLennan, William, 1856-1904",X
"Sykes, D. F. E., 1856-1920",X
"Cunningham, Charles D.",X
"Whitehorn, Chester, 1923-1996",X
"MacArthur, Ruth Brown, 1881-",X
"Blythe, LeGette, 1900-1993",X
"Towne, Charles Hanson, 1877-1949",X
"Smith, Richard Rein, 1930-",X
"Leathem, William Harvey, 1875-1937",X
"Manning, Marie, -1945",X
"Parker, Hugh Frazier",X
"Beeckman, Ross",X
"Cray, Julian [Translator]",X
"Hall, Holworthy, 1887-1936",X
"Orcutt, William Dana, 1870-1953",X
"Calin, Harold",X
"Duchess, 1855?-1897",X
"Watts-Dunton, Theodore, 1832-1914",X
"Mallock, W. H. (William Hurrell), 1849-1923",X
"Boyd, Waldo T., 1918-2012",X
"Frank, Helena [Translator]",X
"Grove, Harriet Pyne",X
"Luther, Mark Lee, 1872-1951",X
"Lubbock, Percy, 1879-1965 [Author of introduction, etc.]",X
"Danzig, Allan, 1931-",X
"Miller, Olive Thorne, 1831-1918",X
"Dods, Mary Diana, 1791?-1830?",X
"Mohler, Will",X
"Fuller, Hamilton Brock",X
"Steele, Chester K.",X
"Cornell, Frederick Carruthers, 1867-1921",X
"Nye, Bill, 1850-1896",X
"Waller, Mary E. (Mary Ella), 1855-1938",X
"Callahan, Daniel",X
"Sprague, Ruth M.",X
"Moore, Frederick F. (Frederick Ferdinand), 1877-1956",X
"Mikkola, Jooseppi Julius, 1866-1946 [Translator]",X
"Adams, O. S.",X
"Learned, Walter, 1847-1915 [Translator]",X
"Veley, Margaret, 1843-1887",X
"Colvin, Donald",X
"Metcalfe, Francis",X
"De la Roche, Mazo, 1879-1961",X
"Travers, J. M., Col.",X
"Shackford, Charles C. (Charles Chauncy), 1815-1891 [Translator]",X
"Wormser, G. Ranger (Gwendolyn Ranger), 1893-1953",X
"Maxwell, Alfred E.",X
"Lewis, M. G. (Matthew Gregory), 1775-1818 [Translator]",X
"Méry, Joseph, 1798-1865",X
"Campbell, John, 1840-1904",X
"Pollard, Percival, 1869-1911",X
"Johnson, G. Lindsay (George Lindsay), 1853-1943",X
"Beadle, Charles",X
"Kipling, Rudyard, 1865-1936 [Contributor]",X
"Amfiteatrov, Aleksandr, 1862-1938",X
"Seeley, Richmond",X
"Saintsbury, George, 1845-1933 [Commentator]",X
"Robin, Ralph, 1914-1983",X
"Meredith, George, 1828-1909",X
"House, Roy Temple, 1878- [Adapter]",X
"Harte, Bret, 1836-1902",X
"Gardener, Helen H. (Helen Hamilton), 1853-1925",X
"Nałkowska, Zofia, 1884-1954",X
"Prest, Thomas Peckett, 1810-1859",X
"Chase, Mary Ellen, 1887-1973",X
"Murray, David Christie, 1847-1907",X
"Maples, Richard",X
"Sawyer, Robert J., 1960-",X
"Cole, Everett B., 1918-1977",X
"Bindloss, Harold, 1866-1945",X
"Overton, Gwendolen, 1876-",X
"Ferber, Edna, 1885-1968",X
"Hornblow, Arthur, 1865-1942 [Translator]",X
"Landau, Al",X
"Jacob, Violet, 1863-1946",X
"Donnell, Annie Hamilton, 1862-1943",X
"Hart, Michael, 1947-2011",X
"Trench, Herbert, 1865-1923 [Translator]",X
"Farnham, Bob",X
"Scribner, Frank Kimball, 1866-1935",X
"Wylie, Dirk, 1920-1949",X
"Bowen, Sue Petigru, 1824-1875",X
"Glass, Charles Wilder, Mrs., 1874-",X
"Griffiths, Arthur, 1838-1908",X
"Thackeray, William Makepeace, 1811-1863",X
"Broadhurst, George Howells, 1866-1952",X
"Holmes, Oliver Wendell, 1809-1894",X
"Blackford, Charles Minor",X
"Urquhart, Thomas, Sir, 1611-1660 [Translator]",X
"Adams, Nehemiah, 1806-1878",X
"Warner, Charles Dudley, 1829-1900",X
"Baring, Maurice, 1874-1945",X
"Beck, L. Adams (Lily Adams), -1931",X
"Mee, Arthur, 1875-1943 [Editor]",X
"Field, Roswell Martin, 1851-1919",X
"Bonner, Geraldine, 1870-1930",X
"Corbett, Julian Stafford, 1854-1922",X
"Nesbit, Hume",X
"Murray, W. H. H. (William Henry Harrison), 1840-1904",X
"Kreymborg, Alfred, 1883-1966 [Editor]",X
"De Teresa, Ysabel",X
"Carrington, Charles, 1867-1921 [Author of afterword, colophon, etc.]",X
"Knight, David C., 1925-1984",X
"Toomer, Jean, 1894-1967",X
"Jacks, L. P. (Lawrence Pearsall), 1860-1955",X
"Dowling, Richard, 1846-1898",X
"Downey, Helen M. [Translator]",X
"Ralston, William Ralston Shedden, 1828-1889 [Translator]",X
"Morley, Henry, 1822-1894 [Editor]",X
"Smith, Everett C.",X
"Leinster, Murray, 1896-1975",X
"Gerstäcker, Friedrich, 1816-1872",X
"Ogilvy, Maud",X
"Wilson, Robert H., 1909-1998",X
"Ramsay, Rina",X
"Daniel, Lucius",X
"Smith, John Talbot, 1855-1923",X
"Clarke, William, 1800-1838",X
"Popovici-Bănățeanu, Ion, 1869-1893 [Contributor]",X
"Peirce, Earl",X
"De Quincey, Thomas, 1785-1859 [Contributor]",X
"Wilkins, W. A.",X
"Rudwin, Maximilian J. (Maximilian Josef), 1885- [Editor]",X
"Morley, Christopher, 1890-1957",X
"Hamilton, John A. (John Arthur), 1845-",X
"Addleshaw, Percy, 1866-1916 [Contributor]",X
"Milman, Arthur [Translator]",X
"Dougall, L. (Lily), 1858-1923",X
"Van Houten, Ray, 1919-1963",X
"Knerr, M. E. (Michael E.), 1936-1999",X
"Philip, Alex",X
"Pocock, Roger, 1865-1941",X
"Smith, Charlotte, 1749-1806",X
"Schmitz, James H., 1911-1981",X
"Barrett, Michael, 1848-",X
"Pearce, J. H. (Joseph Henry), 1856-",X
"Cooper, Susan Fenimore, 1813-1894",X
"Adams, Samuel Hopkins, 1871-1958",X
"Dickson, Gordon R., 1923-2001",X
"Cather, Willa, 1873-1947",X
"Wood, Henry, Mrs., 1814-1887",X
"Aconite, Tobias",X
"MacDonald, Ronald, 1860-1933",X
"Van Loan, Charles E. (Charles Emmett), 1876-1919",X
"Craik, Dinah Maria Mulock, 1826-1887",X
"Poor, Agnes Blake, 1842-1922",X
"Allingham, Margery, 1904-1966",X
"Lloyd, Nelson, 1873-1933",X
"Harland, Marion, 1830-1922",X
"Austin, Jane G. (Jane Goodwin), 1831-1894",X
"Petitt, Maud",X
"McCann, Edson",X
"Hergesheimer, Joseph, 1880-1954 [Author of introduction, etc.]",X
"Dillwyn, E. A. (Elizabeth Amy), 1845-1935",X
"Biggle, Lloyd, Jr., 1923-2002",X
"King, Eleanor E. [Translator]",X
"Baird, Jean K. (Jean Katherine), 1872-1918",X
"Roberts, Theodore Goodridge, 1877-1953",X
"Garrett, Garet, 1878-1954",X
"Collins, Charles [Contributor]",X
"Derrick, Samuel, 1724-1769 [Contributor]",X
